feedback_id,customer_name,feedback,date,product
2700,Manoj,Poor quality and waste of money,2025-06-03,Mobile App
2701,Priya,Decent product,2025-09-12,Mobile
2702,Priya,Excellent quality and very satisfied,2025-05-26,Laptop
2703,Karthik,Very bad experience and disappointed,2025-02-06,Laptop
2704,Sneha,Poor quality and waste of money,2025-11-06,Mobile
2705,Sneha,Acceptable performance,2025-07-28,Mobile
2706,Karthik,Support team was very helpful,2025-02-22,Mobile App
2707,Manoj,Support team was very helpful,2025-04-09,Banking App
2708,Suresh,Decent product,2025-07-11,Headphones
2709,Suresh,"Amazing experience, highly recommend",2025-07-06,Smart Watch
2710,Divya,Delivery was too late,2025-06-30,Mobile App
2711,Rahul,Poor quality and waste of money,2025-10-02,Headphones
2712,Karthik,Average experience,2025-03-08,Mobile
2713,Pooja,Very happy with the product,2025-06-18,E-commerce
2714,Karthik,Customer support did not respond,2025-06-07,E-commerce
2715,Divya,Average experience,2025-10-20,Smart Watch
2716,Rahul,Very happy with the product,2025-05-15,E-commerce
2717,Arun,Delivery was too late,2025-12-08,Internet Service
2718,Arun,Excellent quality and very satisfied,2025-05-29,E-commerce
2719,Sneha,Very bad experience and disappointed,2025-08-17,Headphones
2720,Anitha,Very bad experience and disappointed,2025-05-23,Mobile
2721,Arun,Very bad experience and disappointed,2025-07-20,Mobile App
2722,Karthik,Average experience,2025-09-20,E-commerce
2723,Suresh,Very bad experience and disappointed,2025-02-12,Mobile App
2724,Pooja,Nothing special,2025-05-10,Laptop
2725,Priya,Poor quality and waste of money,2025-07-25,Mobile App
2726,Priya,Acceptable performance,2025-07-18,Laptop
2727,Arun,Nothing special,2025-04-21,E-commerce
2728,Sneha,Decent product,2025-02-12,E-commerce
2729,Sneha,Customer support did not respond,2025-10-19,Headphones
2730,Suresh,Decent product,2025-02-22,Internet Service
2731,Manoj,Customer support did not respond,2025-12-03,Headphones
2732,Manoj,"Amazing experience, highly recommend",2025-05-31,Smart Watch
2733,Anitha,Delivery was too late,2025-12-20,Banking App
2734,Priya,"Amazing experience, highly recommend",2025-05-20,E-commerce
2735,Divya,Worst product ever,2025-07-10,Mobile App
2736,Rahul,Very bad experience and disappointed,2025-06-11,E-commerce
2737,Divya,Worst product ever,2025-02-21,Laptop
2738,Rahul,Decent product,2025-04-18,Mobile
2739,Suresh,"Amazing experience, highly recommend",2025-10-01,Mobile
2740,Suresh,Very happy with the product,2025-11-02,E-commerce
2741,Karthik,Worst product ever,2025-09-03,E-commerce
2742,Anitha,Delivery was too late,2025-06-20,Mobile App
2743,Priya,Okay for the price,2025-12-30,Laptop
2744,Rahul,Decent product,2025-07-11,Mobile
2745,Arun,Customer support did not respond,2025-03-28,Mobile App
2746,Sneha,Decent product,2025-08-15,Internet Service
2747,Anitha,Excellent quality and very satisfied,2025-02-28,E-commerce
2748,Rahul,Okay for the price,2025-02-07,Banking App
2749,Karthik,Support team was very helpful,2025-10-07,E-commerce
2750,Priya,Acceptable performance,2025-10-04,Mobile
2751,Pooja,Decent product,2025-10-13,E-commerce
2752,Pooja,Delivery was too late,2025-04-20,Mobile
2753,Pooja,"Amazing experience, highly recommend",2025-05-10,E-commerce
2754,Karthik,Nothing special,2025-03-05,Internet Service
2755,Sneha,Very happy with the product,2025-10-26,Internet Service
2756,Suresh,Okay for the price,2025-06-04,Smart Watch
2757,Pooja,Support team was very helpful,2025-11-29,Mobile App
2758,Divya,"Amazing experience, highly recommend",2025-06-30,Laptop
2759,Divya,Decent product,2025-05-03,Banking App
2760,Sneha,Acceptable performance,2025-05-24,Headphones
2761,Suresh,Poor quality and waste of money,2025-10-07,Headphones
2762,Rahul,"Amazing experience, highly recommend",2025-05-16,E-commerce
2763,Anitha,"Amazing experience, highly recommend",2025-10-08,Smart Watch
2764,Karthik,Average experience,2025-10-29,E-commerce
2765,Arun,Customer support did not respond,2025-03-11,Headphones
2766,Arun,Acceptable performance,2025-10-19,E-commerce
2767,Divya,Great service and fast delivery,2025-09-09,Laptop
2768,Karthik,Poor quality and waste of money,2025-10-01,Headphones
2769,Manoj,Poor quality and waste of money,2025-12-11,Mobile
2770,Suresh,Excellent quality and very satisfied,2025-07-16,Banking App
2771,Karthik,Acceptable performance,2025-10-19,Smart Watch
2772,Manoj,Poor quality and waste of money,2025-10-13,Internet Service
2773,Sneha,Okay for the price,2025-12-20,Banking App
2774,Suresh,"Amazing experience, highly recommend",2025-02-25,Internet Service
2775,Sneha,Worst product ever,2025-05-06,Headphones
2776,Karthik,Very happy with the product,2025-05-04,Headphones
2777,Suresh,"Amazing experience, highly recommend",2025-10-29,Headphones
2778,Karthik,Very bad experience and disappointed,2025-05-12,Internet Service
2779,Arun,Decent product,2025-01-27,Smart Watch
2780,Priya,Support team was very helpful,2025-02-25,E-commerce
2781,Suresh,Excellent quality and very satisfied,2025-02-10,Mobile
2782,Divya,Nothing special,2025-08-16,Mobile App
2783,Divya,"Amazing experience, highly recommend",2025-12-12,Headphones
2784,Suresh,Delivery was too late,2025-04-29,Smart Watch
2785,Manoj,Okay for the price,2025-07-31,Mobile App
2786,Suresh,Great service and fast delivery,2025-06-10,Smart Watch
2787,Arun,Acceptable performance,2025-03-01,Internet Service
2788,Rahul,Support team was very helpful,2025-04-05,Mobile
2789,Priya,Average experience,2025-07-19,Internet Service
2790,Sneha,Great service and fast delivery,2025-07-14,Internet Service
2791,Karthik,Very happy with the product,2025-04-19,E-commerce
2792,Priya,Okay for the price,2025-07-13,Internet Service
2793,Manoj,Excellent quality and very satisfied,2025-10-03,E-commerce
2794,Priya,Support team was very helpful,2025-12-15,Headphones
2795,Anitha,Great service and fast delivery,2025-07-17,Mobile
2796,Divya,Delivery was too late,2025-10-09,Banking App
2797,Sneha,Worst product ever,2025-07-20,Mobile App
2798,Karthik,Great service and fast delivery,2025-07-06,Internet Service
2799,Sneha,Delivery was too late,2025-08-28,Smart Watch
2800,Karthik,Very bad experience and disappointed,2025-06-25,Smart Watch
2801,Manoj,Support team was very helpful,2025-11-07,Mobile
2802,Manoj,Acceptable performance,2025-10-26,Headphones
2803,Anitha,Nothing special,2025-09-12,Headphones
2804,Priya,Customer support did not respond,2025-08-14,Internet Service
2805,Anitha,Okay for the price,2025-01-10,Mobile App
2806,Manoj,"Amazing experience, highly recommend",2025-03-20,Laptop
2807,Pooja,Worst product ever,2025-10-10,Smart Watch
2808,Divya,Delivery was too late,2025-08-08,Mobile App
2809,Suresh,Support team was very helpful,2025-11-26,Smart Watch
2810,Karthik,Support team was very helpful,2025-03-03,Banking App
2811,Anitha,Very happy with the product,2025-06-12,Internet Service
2812,Karthik,Worst product ever,2025-08-31,Banking App
2813,Anitha,Very happy with the product,2025-12-22,Laptop
2814,Manoj,Average experience,2025-02-22,Smart Watch
2815,Anitha,Nothing special,2025-11-22,Headphones
2816,Pooja,Great service and fast delivery,2025-11-01,Headphones
2817,Manoj,Decent product,2025-03-17,Laptop
2818,Rahul,Worst product ever,2025-01-27,Mobile App
2819,Arun,Great service and fast delivery,2025-10-10,Laptop
2820,Pooja,Excellent quality and very satisfied,2025-07-31,Internet Service
2821,Sneha,Great service and fast delivery,2025-11-26,Mobile
2822,Sneha,Decent product,2025-01-25,Smart Watch
2823,Pooja,Very bad experience and disappointed,2025-11-15,Internet Service
2824,Anitha,Great service and fast delivery,2025-09-13,Internet Service
2825,Pooja,Delivery was too late,2025-12-25,Headphones
2826,Divya,Poor quality and waste of money,2025-04-28,Smart Watch
2827,Rahul,"Amazing experience, highly recommend",2025-03-02,Smart Watch
2828,Karthik,Worst product ever,2025-09-10,Internet Service
2829,Manoj,Average experience,2025-02-27,Mobile App
2830,Sneha,Decent product,2025-05-16,Mobile
2831,Suresh,Delivery was too late,2025-11-02,Smart Watch
2832,Pooja,Support team was very helpful,2025-07-16,Laptop
2833,Divya,"Amazing experience, highly recommend",2025-03-22,Smart Watch
2834,Sneha,Okay for the price,2025-04-13,Banking App
2835,Suresh,Very bad experience and disappointed,2025-03-05,Internet Service
2836,Priya,Worst product ever,2025-03-23,Mobile
2837,Karthik,Poor quality and waste of money,2025-04-29,Laptop
2838,Pooja,Okay for the price,2025-11-22,Banking App
2839,Rahul,Okay for the price,2025-06-12,Banking App
2840,Arun,Decent product,2025-12-05,Headphones
2841,Pooja,Poor quality and waste of money,2025-08-30,Headphones
2842,Anitha,Worst product ever,2025-04-01,Mobile
2843,Rahul,Very happy with the product,2025-03-14,Mobile
2844,Arun,Decent product,2025-02-18,Laptop
2845,Priya,Poor quality and waste of money,2025-12-30,Headphones
2846,Pooja,Okay for the price,2025-11-19,Laptop
2847,Manoj,Very bad experience and disappointed,2025-09-11,Smart Watch
2848,Arun,Great service and fast delivery,2025-02-18,Headphones
2849,Suresh,Great service and fast delivery,2025-05-05,Smart Watch
2850,Rahul,Support team was very helpful,2025-03-08,Headphones
2851,Rahul,Poor quality and waste of money,2025-12-21,Smart Watch
2852,Divya,Support team was very helpful,2025-02-06,Laptop
2853,Pooja,Acceptable performance,2025-03-01,Headphones
2854,Divya,Poor quality and waste of money,2025-01-18,Mobile App
2855,Suresh,Nothing special,2025-12-04,Internet Service
2856,Priya,Okay for the price,2025-11-18,Internet Service
2857,Divya,Decent product,2025-06-04,E-commerce
2858,Manoj,Great service and fast delivery,2025-02-19,Headphones
2859,Anitha,Nothing special,2025-06-10,Smart Watch
2860,Karthik,Support team was very helpful,2025-12-08,Smart Watch
2861,Manoj,Acceptable performance,2025-09-04,E-commerce
2862,Anitha,Excellent quality and very satisfied,2025-08-26,Mobile App
2863,Anitha,Support team was very helpful,2025-01-23,E-commerce
2864,Sneha,Acceptable performance,2025-04-02,E-commerce
2865,Anitha,Acceptable performance,2025-09-28,Laptop
2866,Pooja,Great service and fast delivery,2025-03-06,Laptop
2867,Arun,Okay for the price,2025-12-13,Mobile
2868,Pooja,Support team was very helpful,2025-08-16,Mobile App
2869,Divya,Excellent quality and very satisfied,2025-02-21,Mobile
2870,Manoj,Worst product ever,2025-02-09,Smart Watch
2871,Anitha,Support team was very helpful,2025-03-29,Banking App
2872,Sneha,Decent product,2025-08-03,Headphones
2873,Sneha,Acceptable performance,2025-10-28,Internet Service
2874,Manoj,Nothing special,2025-03-04,Headphones
2875,Karthik,Average experience,2025-07-20,Mobile App
2876,Priya,Average experience,2025-03-01,Mobile
2877,Rahul,Poor quality and waste of money,2025-01-24,Mobile
2878,Rahul,Excellent quality and very satisfied,2025-03-07,Laptop
2879,Suresh,Decent product,2025-05-15,Headphones
2880,Manoj,Worst product ever,2025-05-07,Laptop
2881,Divya,Worst product ever,2025-03-02,Mobile
2882,Sneha,Great service and fast delivery,2025-02-16,Headphones
2883,Sneha,Poor quality and waste of money,2025-06-13,Banking App
2884,Priya,Very happy with the product,2025-07-12,Mobile App
2885,Anitha,Average experience,2025-11-04,Mobile App
2886,Arun,Poor quality and waste of money,2025-12-23,Laptop
2887,Priya,Great service and fast delivery,2025-10-31,Laptop
2888,Suresh,"Amazing experience, highly recommend",2025-06-24,Laptop
2889,Sneha,Delivery was too late,2025-06-24,Mobile
2890,Suresh,Delivery was too late,2025-06-15,Smart Watch
2891,Pooja,Delivery was too late,2025-04-10,Laptop
2892,Manoj,Delivery was too late,2025-10-11,Mobile
2893,Sneha,"Amazing experience, highly recommend",2025-03-28,Smart Watch
2894,Sneha,Customer support did not respond,2025-03-10,Internet Service
2895,Anitha,Decent product,2025-07-09,Mobile App
2896,Suresh,Customer support did not respond,2025-03-07,Mobile App
2897,Sneha,Acceptable performance,2025-03-11,Mobile
2898,Pooja,Customer support did not respond,2025-08-25,Mobile
2899,Rahul,Worst product ever,2025-09-23,Internet Service
2900,Sneha,Excellent quality and very satisfied,2025-03-01,Laptop
2901,Priya,Decent product,2025-06-15,Internet Service
2902,Karthik,Delivery was too late,2025-09-11,Internet Service
2903,Manoj,Very happy with the product,2025-10-15,Mobile App
2904,Sneha,Great service and fast delivery,2025-11-09,E-commerce
2905,Arun,Decent product,2025-08-10,Mobile
2906,Rahul,Nothing special,2025-08-03,Laptop
2907,Karthik,Acceptable performance,2025-12-29,Banking App
2908,Priya,Excellent quality and very satisfied,2025-05-09,Mobile App
2909,Pooja,Decent product,2025-07-02,Mobile App
2910,Anitha,Excellent quality and very satisfied,2025-07-08,Banking App
2911,Suresh,Delivery was too late,2025-02-01,Smart Watch
2912,Pooja,Decent product,2025-10-13,Headphones
2913,Divya,Great service and fast delivery,2025-04-27,Internet Service
2914,Divya,Poor quality and waste of money,2025-06-24,Banking App
2915,Priya,Very happy with the product,2025-07-19,Mobile
2916,Sneha,Acceptable performance,2025-02-19,Smart Watch
2917,Rahul,Decent product,2025-07-15,Internet Service
2918,Sneha,Very happy with the product,2025-05-21,Headphones
2919,Divya,Poor quality and waste of money,2025-08-09,Mobile App
2920,Arun,Worst product ever,2025-12-09,Mobile App
2921,Suresh,"Amazing experience, highly recommend",2025-06-27,Laptop
2922,Pooja,Okay for the price,2025-09-08,Banking App
2923,Sneha,Support team was very helpful,2025-02-09,Smart Watch
2924,Anitha,Decent product,2025-04-17,Internet Service
2925,Pooja,Support team was very helpful,2025-07-08,Smart Watch
2926,Pooja,Delivery was too late,2025-08-16,Laptop
2927,Priya,Average experience,2025-12-24,Smart Watch
2928,Sneha,Average experience,2025-08-21,Internet Service
2929,Priya,Acceptable performance,2025-02-04,Banking App
2930,Sneha,Poor quality and waste of money,2025-07-10,Laptop
2931,Divya,"Amazing experience, highly recommend",2025-01-28,Mobile
2932,Manoj,Average experience,2025-03-09,Mobile App
2933,Anitha,Customer support did not respond,2025-03-09,Mobile App
2934,Sneha,"Amazing experience, highly recommend",2025-07-03,Mobile App
2935,Karthik,Very happy with the product,2025-07-29,Smart Watch
2936,Karthik,Average experience,2025-03-15,Smart Watch
2937,Sneha,Poor quality and waste of money,2025-11-04,Mobile App
2938,Arun,Delivery was too late,2025-01-25,Laptop
2939,Sneha,Poor quality and waste of money,2025-04-04,Headphones
2940,Sneha,Great service and fast delivery,2025-11-17,E-commerce
2941,Suresh,Okay for the price,2025-05-11,Laptop
2942,Karthik,Customer support did not respond,2025-07-28,Smart Watch
2943,Rahul,Very bad experience and disappointed,2025-08-18,Mobile App
2944,Karthik,Excellent quality and very satisfied,2025-08-20,Smart Watch
2945,Divya,Worst product ever,2025-07-19,Internet Service
2946,Arun,Worst product ever,2025-04-08,Mobile App
2947,Sneha,Poor quality and waste of money,2025-12-04,E-commerce
2948,Karthik,Very bad experience and disappointed,2025-11-12,Mobile
2949,Pooja,Average experience,2025-08-14,Headphones
2950,Priya,Average experience,2025-01-16,Headphones
2951,Karthik,Support team was very helpful,2025-06-19,Headphones
2952,Pooja,Nothing special,2025-12-31,Headphones
2953,Karthik,Nothing special,2025-05-24,Mobile App
2954,Arun,Worst product ever,2025-05-08,E-commerce
2955,Sneha,Delivery was too late,2025-12-01,Mobile
2956,Divya,Okay for the price,2025-07-08,Laptop
2957,Anitha,Worst product ever,2025-10-10,Laptop
2958,Anitha,Very bad experience and disappointed,2025-03-23,Mobile
2959,Pooja,Support team was very helpful,2025-09-22,Internet Service
2960,Manoj,Worst product ever,2025-01-15,Smart Watch
2961,Pooja,Very bad experience and disappointed,2025-10-28,Headphones
2962,Rahul,Nothing special,2025-03-01,Banking App
2963,Divya,Customer support did not respond,2025-12-15,Mobile App
2964,Priya,Decent product,2025-03-03,Laptop
2965,Manoj,Delivery was too late,2025-07-12,Headphones
2966,Suresh,Acceptable performance,2025-05-28,Headphones
2967,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch
2968,Sneha,Delivery was too late,2025-11-10,Headphones
2969,Rahul,"Amazing experience, highly recommend",2025-12-02,Banking App
2970,Sneha,Nothing special,2025-10-15,Internet Service
2971,Sneha,Great service and fast delivery,2025-10-16,Banking App
2972,Rahul,Great service and fast delivery,2025-05-07,Internet Service
2973,Divya,Average experience,2025-02-17,Headphones
2974,Anitha,Support team was very helpful,2025-11-10,Mobile App
2975,Divya,Customer support did not respond,2025-12-26,Banking App
2976,Manoj,Support team was very helpful,2025-06-09,Laptop
2977,Anitha,Delivery was too late,2025-04-03,Mobile
2978,Priya,Acceptable performance,2025-12-13,Smart Watch
2979,Rahul,Decent product,2025-08-20,Mobile
2980,Pooja,Support team was very helpful,2025-05-16,Laptop
2981,Manoj,Delivery was too late,2025-12-04,E-commerce
2982,Karthik,"Amazing experience, highly recommend",2025-12-06,Internet Service
2983,Karthik,Poor quality and waste of money,2025-11-16,Laptop
2984,Priya,Nothing special,2025-08-01,Banking App
2985,Arun,Nothing special,2025-01-01,Headphones
2986,Arun,Average experience,2025-03-12,Mobile
2987,Manoj,Customer support did not respond,2025-03-12,Internet Service
2988,Arun,Worst product ever,2025-10-17,Mobile App
2989,Sneha,Nothing special,2025-02-18,Mobile App
2990,Pooja,Support team was very helpful,2025-02-20,Mobile
2991,Priya,Decent product,2025-07-13,Laptop
2992,Priya,Acceptable performance,2025-04-29,Mobile
2993,Pooja,Very happy with the product,2025-04-04,E-commerce
2994,Anitha,"Amazing experience, highly recommend",2025-11-07,Mobile App
2995,Sneha,Customer support did not respond,2025-10-15,Internet Service
2996,Rahul,Excellent quality and very satisfied,2025-06-26,Internet Service
2997,Suresh,Okay for the price,2025-02-18,Mobile App
2998,Sneha,Okay for the price,2025-11-09,Internet Service
2999,Karthik,Delivery was too late,2025-03-21,Headphones
3000,Suresh,"Amazing experience, highly recommend",2025-03-15,E-commerce
3001,Rahul,Okay for the price,2025-02-21,E-commerce
3002,Divya,Support team was very helpful,2025-04-03,E-commerce
3003,Priya,Customer support did not respond,2025-09-27,Laptop
3004,Rahul,Decent product,2025-11-19,Smart Watch
3005,Karthik,Nothing special,2025-02-19,Mobile
3006,Sneha,Acceptable performance,2025-01-07,Mobile App
3007,Sneha,"Amazing experience, highly recommend",2025-04-23,Mobile
3008,Sneha,Acceptable performance,2025-02-10,Headphones
3009,Manoj,Decent product,2025-02-12,Internet Service
3010,Manoj,Support team was very helpful,2025-11-01,Smart Watch
3011,Priya,Average experience,2025-08-10,Banking App
3012,Anitha,"Amazing experience, highly recommend",2025-06-23,E-commerce
3013,Sneha,Very happy with the product,2025-01-06,E-commerce
3014,Karthik,Poor quality and waste of money,2025-09-04,Headphones
3015,Sneha,Okay for the price,2025-09-07,Banking App
3016,Sneha,Excellent quality and very satisfied,2025-09-24,Headphones
3017,Karthik,Acceptable performance,2025-04-02,Smart Watch
3018,Rahul,Support team was very helpful,2025-12-17,Banking App
3019,Arun,Customer support did not respond,2025-04-14,Banking App
3020,Karthik,Poor quality and waste of money,2025-01-28,Internet Service
3021,Priya,Very bad experience and disappointed,2025-11-22,Headphones
3022,Divya,Very bad experience and disappointed,2025-05-31,Internet Service
3023,Rahul,"Amazing experience, highly recommend",2025-01-12,Headphones
3024,Pooja,Very happy with the product,2025-12-15,Mobile
3025,Suresh,Very happy with the product,2025-07-19,Headphones
3026,Sneha,Acceptable performance,2025-03-28,Laptop
3027,Priya,Acceptable performance,2025-09-22,Headphones
3028,Priya,Average experience,2025-03-07,Headphones
3029,Divya,Nothing special,2025-03-21,Headphones
3030,Pooja,Okay for the price,2025-07-01,Internet Service
3031,Divya,Okay for the price,2025-07-25,Headphones
3032,Manoj,Support team was very helpful,2025-07-10,Smart Watch
3033,Arun,Excellent quality and very satisfied,2025-05-19,Mobile
3034,Rahul,Okay for the price,2025-07-01,E-commerce
3035,Priya,Worst product ever,2025-06-21,Laptop
3036,Priya,Delivery was too late,2025-12-31,Laptop
3037,Anitha,"Amazing experience, highly recommend",2025-05-29,Laptop
3038,Karthik,Okay for the price,2025-05-09,Smart Watch
3039,Pooja,Average experience,2025-04-20,Headphones
3040,Pooja,Poor quality and waste of money,2025-09-28,Internet Service
3041,Manoj,"Amazing experience, highly recommend",2025-12-12,Headphones
3042,Rahul,Decent product,2025-03-30,E-commerce
3043,Priya,Great service and fast delivery,2025-10-30,Headphones
3044,Pooja,Average experience,2025-08-30,Mobile
3045,Divya,Okay for the price,2025-08-26,Headphones
3046,Anitha,Delivery was too late,2025-04-16,Smart Watch
3047,Manoj,Acceptable performance,2025-02-26,Laptop
3048,Sneha,Customer support did not respond,2025-09-22,Headphones
3049,Anitha,Okay for the price,2025-03-22,Smart Watch
3050,Suresh,Worst product ever,2025-08-08,Headphones
3051,Sneha,Okay for the price,2025-11-14,Laptop
3052,Arun,Worst product ever,2025-07-21,Laptop
3053,Suresh,Great service and fast delivery,2025-08-23,Mobile App
3054,Manoj,Okay for the price,2025-11-23,Laptop
3055,Arun,Customer support did not respond,2025-10-04,Smart Watch
3056,Rahul,Delivery was too late,2025-04-23,Laptop
3057,Sneha,Average experience,2025-08-20,Mobile
3058,Rahul,Worst product ever,2025-12-16,Internet Service
3059,Manoj,Customer support did not respond,2025-02-27,Smart Watch
3060,Suresh,Support team was very helpful,2025-07-13,Internet Service
3061,Suresh,Poor quality and waste of money,2025-01-22,Laptop
3062,Divya,Delivery was too late,2025-09-04,Internet Service
3063,Pooja,Very bad experience and disappointed,2025-09-22,Laptop
3064,Pooja,Very bad experience and disappointed,2025-10-19,Mobile App
3065,Karthik,Great service and fast delivery,2025-06-13,Mobile
3066,Rahul,Delivery was too late,2025-03-04,Laptop
3067,Suresh,Delivery was too late,2025-07-02,Headphones
3068,Arun,Great service and fast delivery,2025-06-24,Laptop
3069,Manoj,Decent product,2025-01-20,Mobile App
3070,Priya,Great service and fast delivery,2025-09-13,Banking App
3071,Divya,Nothing special,2025-07-20,Headphones
3072,Arun,Excellent quality and very satisfied,2025-08-21,Mobile
3073,Karthik,Poor quality and waste of money,2025-10-04,E-commerce
3074,Suresh,Delivery was too late,2025-03-15,Internet Service
3075,Arun,Delivery was too late,2025-12-04,Smart Watch
3076,Pooja,Great service and fast delivery,2025-04-05,Smart Watch
3077,Pooja,Delivery was too late,2025-12-10,Mobile
3078,Pooja,Customer support did not respond,2025-01-06,Headphones
3079,Divya,Average experience,2025-10-02,Mobile App
3080,Karthik,Poor quality and waste of money,2025-04-01,Laptop
3081,Arun,Poor quality and waste of money,2025-08-07,Smart Watch
3082,Karthik,Average experience,2025-11-25,Laptop
3083,Suresh,Delivery was too late,2025-04-23,Internet Service
3084,Anitha,Worst product ever,2025-12-20,Internet Service
3085,Sneha,Delivery was too late,2025-04-07,Banking App
3086,Karthik,Customer support did not respond,2025-10-28,E-commerce
3087,Arun,Acceptable performance,2025-06-01,Mobile
3088,Manoj,Very happy with the product,2025-08-20,Banking App
3089,Suresh,Decent product,2025-01-19,Headphones
3090,Pooja,Okay for the price,2025-05-26,Internet Service
3091,Suresh,"Amazing experience, highly recommend",2025-09-02,Banking App
3092,Arun,"Amazing experience, highly recommend",2025-09-20,Laptop
3093,Divya,Delivery was too late,2025-10-09,Banking App
3094,Pooja,Delivery was too late,2025-11-05,Smart Watch
3095,Suresh,Worst product ever,2025-03-02,Mobile App
3096,Anitha,Delivery was too late,2025-03-08,Mobile
3097,Divya,Average experience,2025-09-23,Internet Service
3098,Anitha,Okay for the price,2025-10-12,Banking App
3099,Manoj,"Amazing experience, highly recommend",2025-10-05,Banking App
3100,Rahul,Acceptable performance,2025-06-02,Laptop
3101,Priya,Delivery was too late,2025-09-02,Headphones
3102,Divya,Delivery was too late,2025-08-11,Headphones
3103,Manoj,Customer support did not respond,2025-03-17,Headphones
3104,Divya,Excellent quality and very satisfied,2025-11-19,Banking App
3105,Sneha,Great service and fast delivery,2025-06-22,Laptop
3106,Karthik,Poor quality and waste of money,2025-11-07,Laptop
3107,Sneha,Very bad experience and disappointed,2025-04-10,Internet Service
3108,Rahul,Acceptable performance,2025-11-05,Banking App
3109,Divya,"Amazing experience, highly recommend",2025-10-27,Smart Watch
3110,Priya,Very happy with the product,2025-10-12,Mobile App
3111,Suresh,Customer support did not respond,2025-02-15,Banking App
3112,Arun,Very happy with the product,2025-10-25,Mobile
3113,Sneha,Very happy with the product,2025-07-11,Mobile App
3114,Divya,Poor quality and waste of money,2025-04-26,Mobile
3115,Anitha,Delivery was too late,2025-10-31,Headphones
3116,Karthik,Acceptable performance,2025-04-06,Mobile App
3117,Divya,Excellent quality and very satisfied,2025-10-30,Headphones
3118,Sneha,Acceptable performance,2025-09-29,Mobile App
3119,Divya,Poor quality and waste of money,2025-09-08,Banking App
3120,Rahul,Customer support did not respond,2025-02-23,Mobile App
3121,Anitha,"Amazing experience, highly recommend",2025-06-10,Mobile
3122,Pooja,Okay for the price,2025-11-17,Mobile App
3123,Divya,"Amazing experience, highly recommend",2025-02-05,Mobile
3124,Suresh,Very bad experience and disappointed,2025-03-06,E-commerce
3125,Anitha,Excellent quality and very satisfied,2025-11-01,Mobile
3126,Suresh,Support team was very helpful,2025-12-31,Smart Watch
3127,Manoj,Support team was very helpful,2025-05-02,Smart Watch
3128,Priya,Average experience,2025-12-20,Mobile
3129,Suresh,Great service and fast delivery,2025-05-27,Mobile
3130,Priya,Average experience,2025-10-21,Mobile App
3131,Arun,Delivery was too late,2025-06-26,Smart Watch
3132,Karthik,Delivery was too late,2025-08-18,Internet Service
3133,Pooja,Average experience,2025-12-02,Headphones
3134,Pooja,Worst product ever,2025-09-08,Mobile App
3135,Pooja,Support team was very helpful,2025-01-22,Smart Watch
3136,Suresh,Average experience,2025-06-19,Mobile
3137,Pooja,Nothing special,2025-12-17,Mobile
3138,Manoj,Very happy with the product,2025-01-22,E-commerce
3139,Arun,Nothing special,2025-09-02,Mobile App
3140,Anitha,Poor quality and waste of money,2025-12-20,Headphones
3141,Divya,"Amazing experience, highly recommend",2025-06-17,Mobile App
3142,Karthik,Customer support did not respond,2025-12-10,Headphones
3143,Priya,Delivery was too late,2025-07-09,Laptop
3144,Priya,Customer support did not respond,2025-09-27,Internet Service
3145,Manoj,Decent product,2025-10-24,Banking App
3146,Pooja,Customer support did not respond,2025-02-22,E-commerce
3147,Pooja,Customer support did not respond,2025-07-16,Laptop
3148,Pooja,Excellent quality and very satisfied,2025-09-28,E-commerce
3149,Anitha,Average experience,2025-01-25,Mobile App
3150,Rahul,Poor quality and waste of money,2025-11-06,Smart Watch
3151,Pooja,Support team was very helpful,2025-05-03,Mobile
3152,Divya,Very bad experience and disappointed,2025-05-24,Headphones
3153,Karthik,Very bad experience and disappointed,2025-01-08,Banking App
3154,Sneha,Very happy with the product,2025-07-26,Internet Service
3155,Anitha,Acceptable performance,2025-05-25,E-commerce
3156,Anitha,Great service and fast delivery,2025-06-17,Banking App
3157,Rahul,Support team was very helpful,2025-09-19,Mobile
3158,Manoj,Very bad experience and disappointed,2025-03-09,Smart Watch
3159,Divya,Nothing special,2025-08-17,Banking App
3160,Karthik,Customer support did not respond,2025-06-26,E-commerce
3161,Karthik,Okay for the price,2025-02-01,E-commerce
3162,Karthik,Customer support did not respond,2025-10-26,Mobile App
3163,Karthik,Average experience,2025-08-10,E-commerce
3164,Arun,"Amazing experience, highly recommend",2025-11-25,Smart Watch
3165,Sneha,Very happy with the product,2025-03-26,Headphones
3166,Arun,Great service and fast delivery,2025-04-27,Mobile App
3167,Divya,Nothing special,2025-11-03,Mobile App
3168,Anitha,Very happy with the product,2025-04-21,Internet Service
3169,Divya,Excellent quality and very satisfied,2025-02-18,Laptop
3170,Divya,Delivery was too late,2025-05-05,Headphones
3171,Priya,Nothing special,2025-10-05,Mobile
3172,Arun,Great service and fast delivery,2025-10-25,Banking App
3173,Priya,Nothing special,2025-07-18,Banking App
3174,Sneha,Very bad experience and disappointed,2025-01-04,Headphones
3175,Arun,Very happy with the product,2025-04-09,Smart Watch
3176,Divya,Customer support did not respond,2025-12-25,E-commerce
3177,Sneha,Average experience,2025-01-21,Banking App
3178,Sneha,Decent product,2025-10-11,Headphones
3179,Pooja,Great service and fast delivery,2025-02-14,Headphones
